word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn
frankness,"솔직, 터놓음",坦率，坦诚,,/ˈfraŋknəs/,,
levee,(강가의) 제방,防洪堤（在河边由土等材料筑成的墙，以防止河水溢出）,,/ˈlɛvi/,,
factitious,"(진짜처럼 보이도록) 꾸며낸, 인위적인",虚假的；人为的,,/fakˈtɪʃəs/,,
malice,"악의, 적의",恶意，害人之心,,/ˈmalɪs/,,
peregrination,(특히 느리게 계속되는) 긴 여행[여정],（尤指徒步的）旅行；漫游；旅程；游历,,/ˌpɛrɪɡrɪˈneɪʃən/,,
dorsal,(물고기나 동물의) 등에 있는[등의],（动物）背部的，背上的，背侧的,,/ˈdɔːs(ə)l/,,
amulet,(불운 등을 막아 주는) 부적,（戴在身上的）护身符，辟邪物,,/ˈamjʊlɪt/,,
homograph,"동형이의어(‘절하다’는 뜻의 bow/baʊ/와 ‘활’이라는 뜻을 갖는 bow/bæʊ/, /boʊ/처럼 철자는 같으나 뜻은 다른 낱말. 발음은 같을 수도 있고 다를 수도 있음)",同形异义词（读音可能相同或不同）,,/ˈhɒməɡrɑːf/,,
ambidextrous,"양손잡이의, 양손을 다 잘 쓰는",双手都很灵巧的；左右开弓的,,/ˌambɪˈdɛkstrəs/,,
excoriate,"(피부가) 벗겨지게 하다, 찰과상을 입히다",严厉指责，痛斥（戏剧、书、政治行为等）,,/ɪkˈskɔːrɪeɪt/,,
curmudgeon,괴팍한 사람(보통 노인),脾气乖戾的老人，坏脾气的老人,,/kəːˈmʌdʒ(ə)n/,,
contrition,"[U] (죄를) 뉘우침, 회오; [신학] 회개",真诚悔罪，悔悟,,/kənˈtrɪʃ(ə)n/,,
hackneyed,진부한,（语词或观点）陈腐的，老套的,,/ˈhaknɪd/,,
cosmonaut,(과거 러시아의) 우주 비행사,（前苏联的）宇航员，太空人,,/ˈkɒzmənɔːt/,,
belie,착각하게 만들다,给人以假像；掩饰（感情等）,,/bɪˈlʌɪ/,,
pictionary,단어를 보고 그림을 그려서 어떤 단어인지 맞추는 게임. 보통 짝을 지어서 그룹 대 그룹으로 게임을 한다.,画图猜词;猜猜画画;看图说词;绘图拼字;图画猜字,,,,
interim,(영구적인 것이 나올 때까지 존속시키기 위한) 중간[임시/과도]의,暂时的;过渡的;期中的,,/ˈɪnt(ə)rɪm/,,
insouciant,"무관심한; 태평한, 걱정 없는",漠不关心的;漫不经心的,,/ɪnˈsuːsɪənt/,,
capricious,변덕스러운,反覆无常的,,/kəˈprɪʃəs/,,
desert,사막,沙漠，荒漠,,/dɪˈzəːt/,,
concordance,(어떤 책 등에서 그 속에 사용된 어휘들을 알파벳순으로 정리한) 용어 색인,（书籍或作品中按字母顺序排列的）词语索引,,/kənˈkɔːd(ə)ns/,,
efface,"지우다, 없애다",抹去，擦掉；消除,,/ɪˈfeɪs/,,
gyrate,"빙빙 돌다, 선회하다; (특히 신체 일부를) 빙빙 돌리다",（通常指很快地）旋转，回旋，转动,,/dʒʌɪˈreɪt/,,
enjoin,(무엇을 하도록) 명하다[이르다],嘱咐；吩咐,,/ɪnˈdʒɔɪn/,,
dismay,"(충격을 받은 뒤의) 실망, 경악",沮丧，灰心，失望,,/dɪsˈmeɪ/,,
fortuitous,"우연한, (특히) 행운의",（有利的事）偶然发生的，碰巧的,,/fɔːˈtjuːɪtəs/,,
quotidian,"일상적인, 보통의",平常的，普通的；日常的,,/kwɒˈtɪdɪən/,,
intrinsic,"고유한, 본질적인",固有的，本质的，根本的,,/ɪnˈtrɪnsɪk/,,
lambaste,(특히 공개적으로) 맹공격[비판]하다,猛烈抨击；狠狠批评,,/lamˈbeɪst/,,
laxative,완하제(배변을 쉽게 하는 약·음식·음료),泻药，通便剂,,/ˈlaksətɪv/,,
esoteric,"소수만 이해하는[즐기는], 비전(秘傳)의",极不寻常的；只有少数人（尤指内行）才懂的；限于小圈子的,,/ˌɛsəˈtɛrɪk/,,
melancholic,(특히 병적으로) 우울한,忧郁的,,/mɛlənˈkɒlɪk/,,
endow,(학교 등의 기관에 많은 돈을) 기부하다,向（院校、医院等）捐款，捐赠，资助,,/ɪnˈdaʊ/,,
alibi,알리바이,（尤指没有犯罪时间的）不在犯罪现场的证据,,/ˈalɪbʌɪ/,,
induct,취임시키다,使正式就任；正式吸收…为会员；使入门；传授,,/ɪnˈdʌkt/,,
condolence,"애도, 조의",吊唁（词）；哀悼（词）,,/kənˈdəʊl(ə)ns/,,
revile,매도하다,谩骂；辱骂；痛斥,,/rɪˈvʌɪl/,,
fissure,(특히 암석·지면의) 길게 갈라진 틈,（岩石或土地的）裂缝，裂隙,,/ˈfɪʃə/,,
orifice,(특히 인체의) 구멍,（尤指身体的）孔，窍，穴，腔,,/ˈɒrɪfɪs/,,
inchoate,이제 시작 단계인,才开始的；不完全的；未发展完善的,,/ɪnˈkəʊeɪt/,,
sonorous,"(소리가) 듣기 좋은, 낭랑한",（声音）浑厚的,,/ˈsɒn(ə)rəs/,,
immoral,"비도덕적인, 부도덕한",不道德的，道德败坏的,,/ɪˈmɒr(ə)l/,,
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",波动，涨落，起伏,记忆技巧：fluctu 波浪 + ation 状态 → 波动，起伏,/ˌflʌktʃʊˈeɪʃ(ə)n/,,
kinesthetic,운동 감각(성)의,运动觉的,,/ˌkinəsˈTHedik/,,
synopsis,(글·희곡 등의) 개요,（电影、书籍等的）概要，梗概，提要,,/sɪˈnɒpsɪs/,,
perfidy,배신,背信弃义（行为）；不忠贞（行为）,,/ˈpəːfɪdi/,,
defunct,(지금은) 현존하지[행해지지/사용되지] 않는,不复存在的；死亡的；失灵的,,/dɪˈfʌŋ(k)t/,,
equitable,"공정한, 공평한",公平合理的；公正的,,/ˈɛkwɪtəb(ə)l/,,
catholic,,广泛的；包罗万象的,,/ˈkaθ(ə)lɪk/,,
chastise,꾸짖다,严厉批评，谴责，斥责,,/tʃaˈstʌɪz/,,
abortive,"무산된, 유산된, 수포로 돌아간",失败的；夭折的；无结果的,,/əˈbɔːtɪv/,,
refute,논박[반박]하다,驳斥；反驳；否认…的正确性（或真实性）,,/rɪˈfjuːt/,,
pusillanimous,"겁 많은, 겁쟁이인",怯懦的，胆小的,,/ˌpjuːsɪˈlanɪməs/,,
apace,"빠른 속도로, 빨리",飞快，迅速,,/əˈpeɪs/,,
impartial,공정한,公正的，无偏见的,,/ɪmˈpɑːʃ(ə)l/,,
enthrall,마음을 사로잡다,迷住，迷恋，出神，叫…感到心醉神驰，使…迷惑不解;奴役，俘虏,,/inˈTHrôl/,,
avouch,진실이라고 단언[언명]하다,保证，担保；断言，公开承认，主张,,/əˈvaʊtʃ/,,
confer,상의하다,（常指为达成行动决议而）商讨，商议，协商,,/kənˈfəː/,,
acquaint,"익히다, 숙지하다",使认识；使了解；使熟悉；使知悉,,/əˈkweɪnt/,,
err,실수를 범하다,犯错误；做错事；出差错,,/əː/,,
perennial,"(아주 오랫동안) 지속되는, 영원한; 계속 반복되는",长期存在的；常年的；不断发生的；反覆的,,/pəˈrɛnɪəl/,,
droll,우스꽝스러운,滑稽可笑的，古怪离奇的,,/drəʊl/,,
rhetoric,미사여구,雄辩言辞；煽动性语言,,/ˈrɛtərɪk/,,
enervate,기력을 떨어뜨리다,使衰弱；使无力；使丧失活力,,/ˈɛnəveɪt/,,
carnage,대학살,（尤指战争中的）大屠杀，残杀,,/ˈkɑːnɪdʒ/,,
truism,뻔한 말[소리],自明之理，不言而喻的话,,/ˈtruːɪz(ə)m/,,
abeyance,"(일시적) 중지, 정지",搁置；暂时中止；暂缓,,/əˈbeɪəns/,,
appraisal,(가치·업적·본질에 대한) 평가[판단],评定；鉴定；估价；评价,,/əˈpreɪz(ə)l/,,
dubiety,"의심스러움, 불확실함",犹豫;怀疑;疑惑,记忆技巧：dubious 怀疑的 + ety 性质，状态 → 怀疑,/djuːˈbʌɪɪti/,,
irascible,화를 잘 내는,易怒的，性情暴躁的,,/ɪˈrasɪb(ə)l/,,
sidle,(주저주저하듯) 옆걸음질 치다,侧身而行；悄悄地走,,/ˈsʌɪd(ə)l/,,
malady,"심각한 문제, 병폐",病，疾病,,/ˈmalədi/,,
congregate,모이다,聚集，集合,,/ˈkɒŋɡrɪɡeɪt/,,
capitulate,(오랫동안 거부하던 것에) 굴복하다,投降；屈服；停止抵抗,,/kəˈpɪtjʊleɪt/,,
aggrandize,"크게 하다, 확대하다(enlarge); 과장하다",扩大…的权势；提高…的地位,,/əˈɡrandʌɪz/,,
discrete,(같은 종류의 다른 것들과) 별개의,独立的，各自的，单独的,,/dɪˈskriːt/,,
apocalypse,(세계의) 파멸,大灾变；大动乱,,/əˈpɒkəlɪps/,,
hiatus,(행동의) 중단,间断，间隙,,/hʌɪˈeɪtəs/,,
hologram,홀로그램(입체 사진술에 의한 입체 화상),全息图，全息影像,,/ˈhɒləɡram/,,
enervated,"활력을 잃은, 무기력한",乏力的;衰弱的;无精打采的,,,,
inhibit,억제[저해]하다,使…拘谨；使…有顾忌,,/ɪnˈhɪbɪt/,,
scheme,"(운영) 계획, 제도",阴谋，诡计,,/skiːm/,,
specious,허울만 그럴 듯한,似是而非的；貌似有理的；虚假的,,/ˈspiːʃəs/,,
anterior,"앞쪽인, 앞의",前部的，前面的；向前的,,/anˈtɪərɪə/,,
canard,"허위 보도, 유언비어",虚假新闻；谎报；假消息,,/kəˈnɑːd/,,
vitiate,(무엇의 효과를) 해치다[떨어뜨리다],毁坏；破坏；削弱,,/ˈvɪʃɪeɪt/,,
adjourn,"(재판·회의 등을) 중단하다, 휴정[휴회]하다",（使）休会；（使）休庭,,/əˈdʒəːn/,,
ameliorate,개선하다,使变好，改善，改进,,/əˈmiːlɪəreɪt/,,
innocuous,악의 없는,无害的,,/ɪˈnɒkjʊəs/,,
levity,"경솔, 경박",消遣；轻率,,/ˈlɛvɪti/,,
bellicose,"호전적인, 싸우기 좋아하는",好战的;好斗的,,/ˈbɛlɪkəʊs/,,
pseudo,"허위의, 가짜의; 모조의",假的；伪的；冒充的,,/ˈsjuːdəʊ/,,
ambulatory,보행의,（病人）不需卧床的，能走动的，晚上不需留院的,,/ˈambjʊlət(ə)ri/,,
fracture,"골절 (부위); 균열, (갈라진) 금",（使）（骨头等硬物）破裂，（使）断裂，（使）折断,,/ˈfraktʃə/,,
judiciary,"법관[판사]들, 사법부",（政府的）司法部；司法制度,,/dʒʊˈdɪʃ(ə)ri/,,
adage,"속담, 격언",谚语；格言,,/ˈadɪdʒ/,,
retrograde,(사태·시대 등에) 역행하는,倒退的；退步的；恶化的,,/ˈrɛtrəɡreɪd/,,
cryptology,"[U] 암호 작성[해독]술; 암호학, 암호 연구",密码术；隐语,,/krɪpˈtɒlədʒi/,,
invidious,부당한; 남의 심기를 건드릴[시샘을 받을],（尤指由于不公）可能招致不满的，易引起反感的,,/ɪnˈvɪdɪəs/,,
commiserate,(화가 났거나 실망한 사람에게) 위로[동정]를 표하다,表示同情（或惋惜）,,/kəˈmɪzəreɪt/,,
belabor,장황하게 논하다,毒打一顿；责骂;就…作过度的说明；向…唠叨;反复研究（或讨论）,记忆技巧：be 加强 + labor 劳动，工作 → 劳作过多 → 过分啰嗦,/bəˈlābər/,,
ascertain,(옳은 정보를) 알아내다[확인하다],弄清，确定，查明,,/ˌasəˈteɪn/,,
mordant,"신랄한, 통렬한",（尤指幽默）尖锐的，尖刻而又风趣的,,/ˈmɔːd(ə)nt/,,
discreet,"신중한, 조심스러운",审慎的，谨慎的，小心的,,/dɪˈskriːt/,,
heterogeneous,여러 다른 종류들로 이뤄진,各种各样的；混杂的,,/ˌhɛt(ə)rə(ʊ)ˈdʒiːnɪəs/,,
cryptic,"수수께끼 같은, 아리송한",神秘的，隐秘的；有隐义的；费解的,,/ˈkrɪptɪk/,,
animosity,"반감, 적대감",仇恨；敌意；憎恶,,/ˌanɪˈmɒsɪti/,,
knell,종소리 ; 조종(弔鐘),终结的预兆，完结的信号（同 death knell）,,/nɛl/,,
inamorata,(여자) 애인,爱人，情人,,/ɪˌnaməˈrɑːtə/,,
impede,(진행을) 지연시키다[방해하다],妨碍，阻碍；阻止,,/ɪmˈpiːd/,,
accrue,"누적되다, 축적되다",积累；（逐渐）增加，增多,,/əˈkruː/,,
disingenuous,솔직하지 못한(특히 아는 것을 모른다고 하는),（人或其行为）不够诚实的，不够坦白的,,/ˌdɪsɪnˈdʒɛnjʊəs/,,
antipodal,"대척지(對蹠地)의, 지구상의 정반대 쪽의",正反对的；对跖的；对踵的；恰恰相反的（to）,,/anˈtɪpəd(ə)l/,,
mellifluous,달콤한[감미로운],声音甜美的；圆润流畅的,,/mɛˈlɪflʊəs/,,
composure,(마음의) 평정,镇静，沉着，泰然自若,,/kəmˈpəʊʒə/,,
centigrade,"<눈금이>  백분도 (百分度) 의 ; <온도계가> 섭씨의(Celsius) ((略 C, c., Cent., cent.))",摄氏温度,,/ˈsɛntɪɡreɪd/,,
renitent,저항[반대]하는; 완강히 반항하는,抵抗压力的;顽强的,,/ˈrɛnɪtnt/,,
captivate,…의 마음을 사로잡다[매혹하다],使着迷；迷住；吸引,,/ˈkaptɪveɪt/,,
controversy,논란,争议；争论；争辩,,/ˈkɒntrəvəːsi/,,
fetter,(남의 자유를) 구속하다,束缚；限制；抑制,,/ˈfɛtə/,,
obsequies,장례식,葬礼仪式,,/ˈɒbsɪkwɪz/,,
reprove,"나무라다, 꾸짖다, 책망하다",责备；斥责；指责,,/rɪˈpruːv/,,
hyperactive,활동 과잉의,好动亢奋的，过度活跃的,,/hʌɪpərˈaktɪv/,,
vicarious,(느낌·경험이) 대리의[간접적인],间接感受到的；间接获得的,,/vɪˈkɛːrɪəs/,,
overture,서곡(序曲),（尤指歌剧的）序曲，前奏曲,,/ˈəʊvətj(ʊ)ə/,,
tinge,(아주 적은 색채를) 더하다[띠게 하다],（颜色或情感的）一丝，少许,,/tɪn(d)ʒ/,,
forage,먹이를 찾다,搜寻；（尤指）觅食,,/ˈfɒrɪdʒ/,,
pedagogue,교사; 남을 가르치기 좋아하는 사람,死板的教师；学究,,/ˈpɛdəɡɒɡ/,,
judicious,"신중한, 판단력 있는",明断的；明智而审慎的,,/dʒuːˈdɪʃəs/,,
attest,증명[입증]하다,表明；证明；证实,,/əˈtɛst/,,
malevolent,"악의 있는, 악의적인",恶意的；恶毒的；有害的,,/məˈlɛv(ə)l(ə)nt/,,
recalcitrant,(규칙·지시에) 저항[반항]하는; 다루기 힘든,（人）不守规章的，桀骜不驯的；（动物）不驯服的,,/rɪˈkalsɪtr(ə)nt/,,
adjoin,"인접하다, 붙어 있다",紧挨；邻接；贴近；毗连,,/əˈdʒɔɪn/,,
recant,(흔히 공식적으로 신념·견해를) 철회하다,公开宣布放弃（以前的信仰）,,/rɪˈkant/,,
fulsome,(칭찬·감사·사과 등이) 지나친[진실성이 안 느껴지는],过分恭维的；谄媚的；言过其实的,,/ˈfʊls(ə)m/,,
bountiful,"많은, 풍부한",（数量）异常大的,,/ˈbaʊntɪfʊl/,,
propitious,(일을 하기에) 좋은[유리한],吉祥的，吉利的,,/prəˈpɪʃəs/,,
hypodermic,피하 주사기,皮下注射的,,/hʌɪpə(ʊ)ˈdəːmɪk/,,
caste,(힌두교 사회의) 카스트[계급],（印度社会的）种姓制度，种姓,,/kɑːst/,,
implacable,"확고한, 바꿀 수 없는",不饶人的；坚定的；无法改变的,,/ɪmˈplakəb(ə)l/,,
abridge,(책·희곡 등을) 요약[축약]하다,删节；节略,,/əˈbrɪdʒ/,,
preeminent,"(…에/…가운데서) 탁월한, 발군의, 걸출한[in /among]; 우위[상위]의; 현저한.",优秀的,记忆技巧：pre 前 + eminent 杰出的，突出的 → 向前突出的 → 杰出的,/prēˈemənənt/,,
conduct,(특정한 활동을) 하다,组织；实施；进行；处理,,/ˈkɒndʌkt/,,
mollify,(사람을) 달래다[진정시키다],使平静；抚慰,,/ˈmɒlɪfʌɪ/,,
arcane,"신비로운, 불가사의한",神秘的；秘密的；晦涩难懂的,,/ɑːˈkeɪn/,,
oblique,(표현이) 완곡한[에두르는/간접적인],斜的；倾斜的,,/əˈbliːk/,,
candor,"[U] 공평무사, 허심 탄회; 솔직, 정직; [고어] 순백; [폐어] 순수성, 순결",坦率，正直，公正；白色；光明,记忆技巧：cand 白；发光 + or 表状态 → 坦白,/ˈkandər/,,
luminary,(특수 분야의) 전문가[권위자],（某一领域的）专家，知名人士,,/ˈluːmɪn(ə)ri/,,
calumny,중상(하는 말),诽谤，诬蔑，中伤,,/ˈkaləmni/,,
appease,달래다,平息；抚慰；绥靖；姑息,,/əˈpiːz/,,
attenuate,"약화시키다, 희석시키다",使减少；使减弱；使降低,,/əˈtɛnjʊeɪt/,,
flambeau,횃불; 장식을 한 큰 촛대,火炬；华丽的大烛台,,/ˈflambəʊ/,,
eccentric,"괴짜인, 별난, 기이한",怪异的，古怪的；异乎寻常的,,/ɪkˈsɛntrɪk/,,
veracity,진실성,真实；诚实；实事求是,,/vəˈrasɪti/,,
insinuation,암시(된 내용),旁敲侧击的话;影射;暗示;旁敲侧击;含沙射影;巧妙进入,,/ɪnsɪnjʊˈeɪʃ(ə)n/,,
intramural,교내의,学校内的,,/ˌɪntrəˈmjʊər(ə)l/,,
journey,(특히 멀리 가는) 여행[여정/이동],（尤指搭乘交通工具的）旅行，行程,,/ˈdʒəːni/,,
segregate,(사람들을 인종·종교·성별에 따라) 분리[차별]하다,（尤指基于种族或性别原因）隔离并差别对待,,/ˈsɛɡrɪɡeɪt/,,
propriety,(행동의 도덕적·사회적) 적절성,（行为）端正，得体，合宜,,/prəˈprʌɪəti/,,
recidivism,상습적 범행,"惯犯;但累犯;再犯;累犯;累犯,惯犯",,/rɪˈsɪdɪvɪz(ə)m/,,
infuriate,극도로 화나게 만들다,使大怒，激怒,,/ɪnˈfjʊərɪeɪt/,,
dither,(결정을 못 내리고) 머무적거리다[망설이다],犹豫不决;踌躇,,/ˈdɪðə/,,
inert,기력이 없는,不动的；不能动的,,/ɪˈnəːt/,,
epoch,(중요한 사건·변화들이 일어난) 시대,（尤指出现新进步和大变革的）时代，纪元，时期,,/ˈiːpɒk/,,
blithe,(하는 일에 대해) 태평스러운,欢乐的，愉快的；无忧无虑的,,/blʌɪð/,,
dour,시무룩한,（通常指人的外表或行为）冷峻的，阴沉的，不苟言笑的,,/ˈdʊə/,,
enmity,"원한, 증오, 적대감",仇恨，怨恨；敌意,,/ˈɛnmɪti/,,
axiom,"자명한 이치, 공리, 격언",（被普遍接受的）公理，原则,,/ˈaksɪəm/,,
benign,"상냥한, 유순한",慈祥的；和善的,,/bɪˈnʌɪn/,,
carnivorous,<동물이> 육식성의; <식물이> 식충성의,(动物)食肉的;(人)爱吃肉的，肉食性的,记忆技巧：carni〔= carn 肉〕+ vor 吃 + ous …的 → 食肉的,/kɑːˈnɪv(ə)rəs/,,
emancipate,(법적·정치적·사회적 제약에서) 해방시키다,解放；给予人们政治或社会自由权利,,/ɪˈmansɪpeɪt/,,
rebarbative,"매력적이 못 되는, 호감이 안 가는",无吸引力的;令人厌恶的,,/rɪˈbɑːbətɪv/,engaging,
homosexual,동성애자(보통 남자),（尤指男性）同性恋者,,/ˌhɒmə(ʊ)ˈsɛkʃʊəl/,,
penury,극빈,赤贫,,/ˈpɛnjʊri/,,
imperious,고압적인,专横的，跋扈的,,/ɪmˈpɪərɪəs/,,
synchronous,동시 발생[존재]하는,同时的,,/ˈsɪŋkrənəs/,,
dejected,"실의에 빠진, 낙담한",沮丧的；失意的；失望的,,/dɪˈdʒɛktɪd/,,
centrist,중도주의자,中间派的；温和派的,,/ˈsɛntrɪst/,,
gullible,"남을 잘 믿는, 잘 속아 넘어가는",容易上当的，易受欺骗的，轻信的,,/ˈɡʌləb(ə)l/,,
propitiate,달래다,使息怒；劝解；抚慰,,/prəˈpɪʃɪeɪt/,,
haphazard,"무계획적인, 되는 대로의",无秩序的，无计划的，随意的,,/hapˈhazəd/,,
impugn,의문을 제기하다,抨击；质疑,,/ɪmˈpjuːn/,,
martinet,(명령·규율에) 아주 엄격한 사람,严格执行规章制度的人,,/ˌmɑːtɪˈnɛt/,,
incipient,막 시작된,刚开始的；早期的,,/ɪnˈsɪpɪənt/,,
foster,"조성하다, 발전시키다",收养，代养，抚育（他人子女，通常指有限的一段时间）,,/ˈfɒstə/,,
incarnation,(특정한 형태로 사는) 생애,（宗教观念中人的）化身,,/ɪnkɑːˈneɪʃ(ə)n/,,
recidivist,상습범,累犯；惯犯,,/rɪˈsɪdɪvɪst/,,
cosmopolitan,(문화의 다양성 면에서) 세계적인[국제적인],来自世界各地的；国际大都会的；世界性的,,/ˌkɒzməˈpɒlɪt(ə)n/,,
dulcimer,덜시머(두 개의 나무망치로 철선을 두드려 소리를 내는 타악기),扬琴；洋琴,,/ˈdʌlsɪmə/,,
eclectic,절충적인; 다방면에 걸친,不拘一格的；相容并蓄的；博采众长的,,/ɪˈklɛktɪk/,,
laudable,(비록 성공하지 못한다 하더라도) 칭찬[감탄]할 만한,（行为）值得赞扬的，值得称赞的,,/ˈlɔːdəb(ə)l/,,
loquacious,말이 많은,健谈的，话多的,,/ləˈkweɪʃəs/,,
prolific,다작하는,作品丰富的；多产的,,/prəˈlɪfɪk/,,
recumbent,누워 있는,躺着的；躺倒的,,/rɪˈkʌmb(ə)nt/,,
craven,"용기 없는, 비겁한",怯懦的，懦弱的，胆小的,,/ˈkreɪv(ə)n/,,
penurious,"몹시 가난한, 극빈한",赤贫的,,/pɪˈnjʊərɪəs/,,
notorious,악명 높은,臭名昭著的，声名狼藉的,记忆技巧：not 知道 + or 表人 + ious 多…的 →〔因做坏事〕让很多人知道 → 恶名昭彰的,/nə(ʊ)ˈtɔːrɪəs/,,
conflagration,"큰불, 대화재",大火，大火灾,,/ˌkɒnfləˈɡreɪʃ(ə)n/,,
hyperbole,과장법,夸张法,,/hʌɪˈpəːbəli/,,
extradite,(범죄인을 그 관할국에) 인도하다,引渡,,/ˈɛkstrədʌɪt/,,
chock-full,꽉 들어찬,充满的，塞满的；挤满的,,/tʃɒkˈfʊl/,,
interloper,침입자,闯入者,,/ˈɪntələʊpə/,,
disparage,폄하하다,贬斥，贬低,,/dɪˈsparɪdʒ/,,
carcinogenic,"발암성의, 암을 유발할",致癌的,,/ˌkɑːs(ɪ)nəˈdʒɛnɪk/,,
phlegmatic,"침착한, 냉정한",冷静的，沉着的，镇定的,,/flɛɡˈmatɪk/,,
odium,증오,憎恨；厌恶,,/ˈəʊdɪəm/,,
serrated,톱니 모양의,锯齿边的,,/səˈreɪtɪd/,,
perspicacious,"명민한, 총기 있는",聪颖的；敏锐的；有洞察力的,,/ˌpəːspɪˈkeɪʃəs/,,
eulogize,칭송하다,歌颂，赞美，称颂,,/ˈjuːlədʒʌɪz/,,
melancholy,(장기적이고 흔히 이유를 알 수 없는) 우울감[비애],忧郁的，忧伤的,,/ˈmɛlənkəli/,,
ambient,주위[주변]의,周围的；（尤指）周围环境条件的,,/ˈambɪənt/,,
claustrophobia,밀실 공포증; 갇혀 있는 듯한 느낌,幽闭恐惧（症）,,/ˌklɔːstrəˈfəʊbɪə/,,
garrulous,"수다스러운, 말이 많은",（尤指对鸡毛蒜皮的事情）喋喋不休的，絮叨的，饶舌的,,/ˈɡar(j)ʊləs/,,
berate,질책하다,严责，训斥,,/bɪˈreɪt/,,
binocular,두 눈으로 보는,同时用双目的；双目并用的,,/bɪˈnɒkjʊlə/,,
celerity,"(행동의) 민첩함, 기민함",速度,,/sɪˈlɛrɪti/,,
fatuous,"어리석은, 얼빠진",愚蠢的；昏庸的；错误的；未经认真考虑的,,/ˈfatjʊəs/,,
diffidence,"[U] 자신이 없음(opp. confidence); 기가 죽음; 삼감, 수줍음(shyness)",无自信；羞怯；内向,,/ˈdɪfɪd(ə)ns/,,
indisputable,"반론의 여지가 없는, 부인할 수 없는",不容置疑的，无可争辩的,,/ɪndɪˈspjuːtəb(ə)l/,,
exhort,"열심히 권하다, 촉구하다",激励；规劝；督促,,/ɪɡˈzɔːt/,,
enigmatic,"수수께끼 같은, 불가사의한",费解的；难以捉摸的；神秘的,,/ˌɛnɪɡˈmatɪk/,,
thrall,노예,控制;奴役;束缚,,/θrɔːl/,,
atypical,이례적인,非典型的；异常的；不同寻常的,,/eɪˈtɪpɪk(ə)l/,,
taciturn,(성격이) 뚱한[말수가 적은/무뚝뚝한],沉默寡言的,,/ˈtasɪtəːn/,,
licentious,"음탕한, 음란한",（尤指人或其行为）淫荡的，放荡的,,/lʌɪˈsɛnʃəs/,,
apocryphal,"출처가 불분명한, 사실이 아닐 듯한",（一些广为流传的故事）可疑的，不足为信的，杜撰的,,/əˈpɒkrɪf(ə)l/,,
reiterate,"(이미 한 말을, 특히 강조하기 위해) 반복하다[되풀이하다]",反复地说，反复讲；重申,,/riːˈɪtəreɪt/,,
preamble,(책의) 서문; (법령 따위의) 전문(前文); (말의) 서두,序论；导言；开场白,,/priːˈamb(ə)l/,,
malicious,"악의적인, 적의 있는",恶意的，恶毒的，意在伤人的,,/məˈlɪʃəs/,,
fortify,(특히 높은 성벽을 쌓아) 요새화하다,（尤指为防御而）加强，增强,,/ˈfɔːtɪfʌɪ/,,
putrid,"부패하는, 썩는; (썩으면서) 악취가 나는",腐烂的，腐坏的,,/ˈpjuːtrɪd/,,
providential,천우신조의,凑巧的；及时的；幸运的,,/prɒvɪˈdɛnʃ(ə)l/,,
flagging,"<정력·결심 등이> 축 늘어지는, 맥이 빠지는; 줄어드는, 쇠약해 가는",变弱的,,/ˈflaɡɪŋ/,,
dormant,"휴면기의, 활동[성장]을 중단한",蛰伏的，沉睡的，休眠的,,/ˈdɔːm(ə)nt/,,
castigate,크게 책망하다; 혹평하다,严厉指责；斥责,,/ˈkastɪɡeɪt/,,
juvenile,청소년의,青少年的,,/ˈdʒuːvənʌɪl/,,
intimate,친(밀)한,亲密的；有性关系的；宜于密切关系的,,/ˈɪntɪmət/,,
erroneous,잘못된 (정보에 의한),错误的，不正确的,,/ɪˈrəʊnɪəs/,,
excrescence,"(동식물에게 생긴 아주 보기 싫은) 이상 성장물[혹], 사마귀",赘生物；赘疣；瘤,,/ɪkˈskrɛs(ə)ns/,,
noxious,"유독한, 유해한",（尤指气体或其他物质）有毒的，有害的,,/ˈnɒkʃəs/,,
enigma,수수께끼 (같은 사람/것/일),令人费解的事物，令人困惑的事物,,/ɪˈnɪɡmə/,,
corps,"군단, 단",特种部队；特殊兵种；军（团）,,/kɔː/,,
careen,(위태롭게) 달리다,歪歪斜斜地疾行；横冲直撞,,/kəˈriːn/,,
barren,"척박한, 황량한",贫瘠的；不毛的,,/ˈbar(ə)n/,,
absolve,(~에 대해) 무죄임[책임 없음]을 선언하다,（尤指宗教或法律上）为（某人）解罪；赦免（某人）的罪；宣告（某人）无罪；免除（某人）的责任,,/əbˈzɒlv/,,
bewitch,"넋을 빼놓다, 홀리다",使着迷；使迷惑,,/bɪˈwɪtʃ/,,
injurious,"손상을 주는[줄 듯한], 해로운[해로울 듯한]",有害的,,/ɪnˈdʒʊərɪəs/,,
strident,(소리가) 귀에 거슬리는[거친],刺耳的，尖厉的,,/ˈstrʌɪd(ə)nt/,,
advocate,(공개적으로) 지지하다[옹호하다],主张；拥护；支持；提倡,,/ˈadvəkət/,,
monochromatic,"단색의, 단채(單彩)의; 단색성의",单色的；单色光的；单频的；单能的,,/mɒnə(ʊ)krəˈmatɪk/,,
verity,진리,真实；事实,,/ˈvɛrɪti/,,
undertone,"숨은 뜻[감정], 함의, 저의",（文章或讲话的）含意，弦外之音；（事件或情况的）蕴含意义,,/ˈʌndətəʊn/,,
