word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,en,pof,example,pof_ko,example_ko,word2,syn_n,syn_v,syn_a,ant2
melancholic,(특히 병적으로) 우울한,忧郁的,,/mɛlənˈkɒlɪk/,,,"From Ancient Greek μελαγχολικός (melankholikós, “atrabilious, impulsive, of atrabilious or melancholic temperament”), from μελαγχολία (melankholía, “melancholy”).
","If you describe someone or something as melancholic, you mean that they are very sad.",[ADJ],"his gentle, melancholic songs.",[형용사],A mood of melancholy descended on us.,melancholic,,,,
endow,(학교 등의 기관에 많은 돈을) 기부하다,向（院校、医院等）捐款，捐赠，资助,,/ɪnˈdaʊ/,,pass down,"From Late Middle English endowen, endouen, enduen, indouen, indw (“to provide with assets, a livelihood, or privileges; to bestow, grant; (figuratively) to favour; to endow”),[1] from Anglo-Norman endouer, from Old French en- (prefix meaning ‘in, into’) + douer (“to endow”) (from Latin dōtāre, present active infinitive of dōtō (“to endow”), from dōs (“dowry; endowment, gift”) (ultimately from Proto-Indo-European *deh₃- (“to give”)) + -ō (suffix forming regular first-conjugation verbs); modern French douer).[2]
","You say that someone is endowed with a particular desirable ability, characteristic, or possession when they have it by chance or by birth.",[VERB],"You are endowed with wealth, good health and a lively intellect.",[동사],She had endowed Marcus with the qualities she wanted him to possess.,endow,,"bequeath, bestow, confer, grant, accord, equip, provide, supply ",,divest  deprive
alibi,알리바이,（尤指没有犯罪时间的）不在犯罪现场的证据,,/ˈalɪbʌɪ/,,"defending evidence, plea","Borrowed from Latin alibī (“elsewhere, at another place”, adverb).
","If you have an alibi, you can prove that you were somewhere else when a crime was committed.",[NOUN],,[명사],The suspects all had alibis for the day of the robbery.,alibi,"defense, excuse, explanation, reason, story  vindication",,,
induct,취임시키다,使正式就任；正式吸收…为会员；使入门；传授,,/ɪnˈdʌkt/,,"allow into, introduce to, initiate into, install in, instate in, swear into","Originated 1350–1400 from Middle English induct, borrowed from Latin inductus, perfect passive participle of indūcō, equivalent to induce + -tus (past participle suffix).
","If someone is inducted into a particular job, rank, or position, they are given the job, rank, or position in a formal ceremony.",[VERB],Six new members have been inducted into the Provincial Cabinet,[동사],,induct,,"admit, enroll, initiate, receive, conscript, draft, enlist, levy, appoint, frock, inaugurate, install ",,"eject, discharge  remove"
condolence,"애도, 조의",吊唁（词）；哀悼（词）,,/kənˈdəʊl(ə)ns/,,"commiseration, commiserations, solace, comfort, consolation, fellow feeling, understanding, empathy, compassion, pity, solicitude, concern, support","condole +‎ -ence, or from Middle French condoléance, or formed from the root of Latin condoleo (“to sympathize”), from con- (“together, with”) and doleo (“hurt, suffer, have pain”).
",A message of condolence is a message in which you express your sympathy for someone because one of their friends or relatives has died recently.,[NOUN],Neil sent him a letter of condolence.,[명사],to give/offer/express your condolences,condolence,"comfort, compassion, consolation, pity, support, sympathy ",,,congratulations
revile,매도하다,谩骂；辱骂；痛斥,,/rɪˈvʌɪl/,,"censure, condemn, attack, inveigh against, rail against, lambaste, flay, savage, brand, stigmatize, denounce","From Middle English revilen, from re + Old French aviler (“to make vile or cheap, disprize, disesteem”), from a- (“to”) + vil (“vile, cheap”); see vile.
","If someone or something is reviled, people hate them intensely or show their hatred of them.",[VERB],He was just as feared and reviled as his tyrannical parents,[동사],,revile,,"berate, castigate, criticize, reprove, scold, upbraid ",,praise
fissure,(특히 암석·지면의) 길게 갈라진 틈,（岩石或土地的）裂缝，裂隙,,/ˈfɪʃə/,,"crevice, crack, cleft, cranny, chink, slit, groove, gap, hole, breach, aperture, vent, interstice","Borrowed from Old French fissure, Latin fissura.
","A fissure is a deep crack in something, especially in rock or in the ground.",[NOUN],,[명사],,fissure,,,,
orifice,(특히 인체의) 구멍,（尤指身体的）孔，窍，穴，腔,,/ˈɒrɪfɪs/,,"hole, aperture, crack, slot, slit, cleft, cranny, chink, gap, space, vent, breach, break, rent, fissure, mouth, crevice, rift, perforation, pore","From Middle French, from Old French, from Late Latin orificium (“an opening, literally the making of a mouth”), compound of os (“mouth”) + facio (“to make”).
","An orifice is an opening or hole, especially one in your body such as your mouth.",[NOUN],"After a massive heart attack, he was strapped to a bed, with tubes in every orifice.",[명사],the nasal orifice,orifice,,,,
inchoate,이제 시작 단계인,才开始的；不完全的；未发展完善的,,/ɪnˈkəʊeɪt/,,"undeveloped, unformed, immature, incomplete, incipient, inchoate, just beginning","From Latin incohātus (“begun, unfinished”), perfect passive participle of incohō (“begin”). Cognate with Spanish incoar (“to initiate, commence, begin”).
","If something is inchoate, it is recent or new, and vague or not yet properly developed.",[ADJ],His dreams were senseless and inchoate.,[형용사],inchoate ideas,inchoate,,,,
sonorous,"(소리가) 듣기 좋은, 낭랑한",（声音）浑厚的,,/ˈsɒn(ə)rəs/,,"rich, sonorous, deep, full-bodied, vibrant, fruity, clear, loud, strong","Borrowed from Latin sonorus, from sonor (“sound”).
",A sonorous sound is deep and rich.,[ADJ],"Doctor McKee?' the man called in an even, sonorous voice.",[형용사],a sonorous voice,sonorous,,,"deep, full, resonant, resounding, reverberating, vibrant ",shrill
immoral,"비도덕적인, 부도덕한",不道德的，道德败坏的,,/ɪˈmɒr(ə)l/,,"bad, morally wrong, wrongful, wicked, evil, unprincipled, unscrupulous, dishonourable, dishonest, unconscionable, iniquitous, disreputable, fraudulent, corrupt, depraved, vile, villainous, nefarious, base, unfair, underhand, devious","From im- +‎ moral.
","If you describe someone or their behaviour as immoral, you believe that their behaviour is morally wrong.",[ADJ],those who think that birth control and abortion are immoral.,[형용사],It’s immoral to steal.,immoral,,,"dissolute, evil, iniquitous, profane, sinful, wicked, corrupt, unethical, unprincipled, unscrupulous, base, debauched, decadent, degenerate, depraved ","moral, ethical  virtuous"
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",波动，涨落，起伏,记忆技巧：fluctu 波浪 + ation 状态 → 波动，起伏,/ˌflʌktʃʊˈeɪʃ(ə)n/,,"shift, change, alteration, swing, movement, oscillation, undulation, alternation, rise and fall, rising and falling, see-sawing, yo-yoing, instability, unsteadiness","Borrowed from Latin fluctuatiōnem, accusative singular of fluctuatiō, from fluctuō, from fluctus.
",,[NOUN],Don't worry about tiny fluctuations in your weight,[명사],,fluctuation,,"alternate, change, oscillate, shift, sway, vacillate, waver ",,persist
synopsis,(글·희곡 등의) 개요,（电影、书籍等的）概要，梗概，提要,,/sɪˈnɒpsɪs/,,"precis, résumé, abstract, outline, condensation, digest, summarization, summing-up, rundown, round-up, abridgement, review, sketch, compendium","From Late Latin synopsis, itself from Ancient Greek σύνοψις (súnopsis), from σύν (sún, “with or whole”) + ὄψις (ópsis, “view”) meaning whole view
",A synopsis is a summary of a longer piece of writing or work.,[NOUN],For each title there is a brief synopsis of the book.,[명사],,synopsis,"abstract, outline, review, sketch  summary",,,
perfidy,배신,背信弃义（行为）；不忠贞（行为）,,/ˈpəːfɪdi/,,"duplicity, deceit, perfidiousness, deceitfulness, disloyalty, infidelity, faithlessness, unfaithfulness, betrayal, treason, falseness, falsity, double-dealing, dishonesty, two-facedness, untrustworthiness, breach of trust","From Middle French perfidie, from Latin perfidus (“faithless, treacherous, false”), from fides (“faith”); related to, for example, English fidelity.
",Perfidy is the action of betraying someone or behaving very badly towards someone.,[NOUN],,[명사],,perfidy,,,,
defunct,(지금은) 현존하지[행해지지/사용되지] 않는,不复存在的；死亡的；失灵的,,/dɪˈfʌŋ(k)t/,,"no longer in use, unused, inoperative, non-functioning, unusable, obsolete","From Old French defunct (French défunt), from Latin dēfunctus, past participle of dēfungor (“to finish, discharge”).
","If something is defunct, it no longer exists or has stopped functioning or operating.",[ADJ],the leader of the now defunct Social Democratic Party,[형용사],,defunct,,,"dead, extinguished, finished, perished, bygone, defunct, lost, vanished, archaic, obsolete, outmoded, pass) ","living, extant  current"
equitable,"공정한, 공평한",公平合理的；公正的,,/ˈɛkwɪtəb(ə)l/,,just,"From French équitable, from Old French, from equité (“equity”).
",Something that is equitable is fair and reasonable in a way that gives equal treatment to everyone.,[ADJ],He has urged them to come to an equitable compromise that gives Hughes his proper due,[형용사],,equitable,,,"evenhanded, fair, impartial, just, objective ",partial
catholic,,广泛的；包罗万象的,,/ˈkaθ(ə)lɪk/,,"diversified, wide, broad, broad-based, eclectic, indiscriminate","From Old French catholique, from Latin catholicus, from Ancient Greek καθολικός (katholikós), from κατά (katá, “according to”) + ὅλος (hólos, “whole”)
",The Catholic Church is the branch of the Christian Church that accepts the Pope as its leader and is based in the Vatican in Rome.→ see also Anglo-Catholic,[ADJ],the Catholic Church.,[형용사],Are they Catholic or Protestant?,catholic,,,,
chastise,꾸짖다,严厉批评，谴责，斥责,,/tʃaˈstʌɪz/,,"upbraid, berate, reprimand, reprove, rebuke, admonish, chide, censure, castigate, lambaste, lecture, criticize, pull up, take to task, haul over the coals, bring to book","From Old French chastier, from Latin castigo. See also the doublets chasten and castigate and cf. also chaste.
","If you chastise someone, you speak to them angrily or punish them for something wrong that they have done.",[VERB],Thomas Rane chastised Peters for his cruelty,[동사],He chastised the team for their lack of commitment.,chastise,,"admonish, castigate, chide, rebuke, reprimand, reproach ",,commend
abortive,"무산된, 유산된, 수포로 돌아간",失败的；夭折的；无结果的,,/əˈbɔːtɪv/,,"unsuccessful, non-successful, vain, thwarted, futile, useless, worthless, ineffective, ineffectual, to no effect, inefficacious, fruitless, unproductive, unavailing, to no avail, sterile, nugatory","First attested in 1382, with the meaning ""causing stillbirth or miscarriage"". From Middle English, from Old French abortif,[1] from Latin abortīvus (“causing abortion”), from aborior (“miscarry, disappear”), from ab (“amiss”) + orīor (“appear, be born, arise”)[2].
",An abortive attempt or action is unsuccessful.,[ADJ],an abortive attempt to prevent the current President from taking office.,[형용사],an abortive military coup,abortive,,,"futile, unavailing, unsuccessful, useless, vain, worthless ",productive
